Order,English,Deutsch,Gender,Type,Level,Unit,Example
661,to renovate,renovieren,null,verb,A2,13,Wir müssen die Küche bald renovieren.
662,renovation,die Renovierung,feminine,noun,A2,13,Die Renovierung unserer Küche beginnt nächste Woche.
663,to repair,reparieren,null,verb,A2,13,Kannst du bitte mein Fahrrad reparieren?
664,restaurant,das Restaurant,neuter,noun,A2,13,Wir gehen heute Abend in ein italienisches Restaurant.
665,bedroom,das Schlafzimmer,neuter,noun,A2,13,"Unser Schlafzimmer ist klein, aber sehr gemütlich."
666,wardrobe / cupboard,der Schrank,masculine,noun,A2,13,Der Schrank ist voll mit Kleidung.
667,armchair,der Sessel,masculine,noun,A2,13,Ich sitze gern im bequemen Sessel.
668,sofa,das Sofa,neuter,noun,A2,13,Mein Hund schläft immer auf dem Sofa.
669,menu,die Speisekarte,feminine,noun,A2,13,Könnten wir bitte die Speisekarte haben?
670,to paint (walls),streichen,null,verb,A2,13,Wir haben die Wand weiß gestrichen.
671,studio (flat),das Studio,neuter,noun,A2,13,Ich miete ein kleines Studio in der Stadt.
672,rug / carpet,der Teppich,masculine,noun,A2,13,Der neue Teppich ist sehr weich.
673,expensive,teuer,null,adjective,A2,13,Das Auto war zu teuer.
674,"over, above",über,null,preposition,A2,13,Ein Vogel fliegt über dem Wald.
675,to move (house),umziehen,null,verb,A2,13,Wir wollen nächsten Monat umziehen.
676,under,unter,null,preposition,A2,13,Die Katze liegt unter dem Stuhl.
677,landlord,der Vermieter,masculine,noun,A2,13,Unser Vermieter ist sehr nett.
678,landlady,die Vermieterin,feminine,noun,A2,13,Wir haben mit der Vermieterin über die Miete gesprochen.
679,in front of,vor,null,preposition,A2,13,Das Auto steht vor dem Haus.
680,starter,die Vorspeise,feminine,noun,A2,13,Was möchten Sie als Vorspeise bestellen?
681,wall,die Wand,feminine,noun,A2,13,Die Wand in meinem Zimmer ist blau gestrichen.
682,to become,werden,null,verb,A2,13,Er möchte Arzt werden.
683,flat / apartment,die Wohnung,feminine,noun,A2,13,Meine neue Wohnung hat drei Zimmer.
684,living room,das Wohnzimmer,neuter,noun,A2,13,Wir haben im Wohnzimmer einen Film gesehen.
685,wish,der Wunsch,masculine,noun,A2,13,Ich habe einen Wunsch zum Geburtstag.
686,room,das Zimmer,neuter,noun,A2,13,"Mein Zimmer ist klein, aber hell."
687,between,zwischen,null,preposition,A2,13,Der Park liegt zwischen zwei Straßen.
688,school-leaving exam (D),das Abitur,neuter,noun,A2,14,Sie hat letztes Jahr ihr Abitur bestanden.
689,"graduation, degree",der Abschluss,masculine,noun,A2,14,Er feierte letzte Woche seinen Abschluss.
690,than (in comparisons),als,null,conjunction,A2,14,Er ist größer als sein Bruder.
691,if I were you,an deiner Stelle,null,phrase,A2,14,An deiner Stelle würde ich sofort zum Arzt gehen.
692,in your position (formal),an Ihrer Stelle,null,phrase,A2,14,An Ihrer Stelle würde ich den Vertrag sorgfältig prüfen.
693,doctor (male),der Arzt,masculine,noun,A2,14,Ich habe heute einen Termin beim Arzt.
694,doctor (female),die Ärztin,feminine,noun,A2,14,Meine Ärztin hat mir gut geholfen.
695,astronaut (male),der Astronaut,masculine,noun,A2,14,Er wollte immer ein Astronaut sein.
696,vocational training,die Ausbildung,feminine,noun,A2,14,Sie macht gerade eine Ausbildung zur Mechanikerin.
697,"profession, job",der Beruf,masculine,noun,A2,14,Was haben Sie für einen Beruf?
698,vocational school,die Berufsschule,feminine,noun,A2,14,Ich besuche zweimal pro Woche die Berufsschule.
699,job application,die Bewerbung,feminine,noun,A2,14,Ich habe meine Bewerbung letzte Woche abgeschickt.
700,"therefore, that's why",deshalb,null,conjunction,A2,14,"Es regnet, deshalb bleiben wir drinnen."
701,"mission, operation, deployment",der Einsatz,masculine,noun,A2,14,Die Polizei hatte einen schwierigen Einsatz.
702,fire,das Feuer,neuter,noun,A2,14,Bitte mach das Feuer im Garten aus!
703,firefighter (female),die Feuerwehrfrau,feminine,noun,A2,14,Die Feuerwehrfrau löschte das Feuer schnell.
704,firefighter (male),der Feuerwehrmann,masculine,noun,A2,14,Ein mutiger Feuerwehrmann rettete die Katze.
705,danger,die Gefahr,feminine,noun,A2,14,"Es besteht keine Gefahr, der Weg ist sicher."
706,"contrast, opposite",der Gegensatz,masculine,noun,A2,14,Im Gegensatz zu mir mag er Sport.
707,primary school,die Grundschule,feminine,noun,A2,14,Meine Tochter geht jetzt in die Grundschule.
708,academic secondary school,das Gymnasium,neuter,noun,A2,14,Meine Tochter geht auf das Gymnasium.
709,lower secondary school (D),die Hauptschule,feminine,noun,A2,14,Mein Bruder ging nach der Grundschule auf die Hauptschule.
710,"in (temporal, with dative)",in + Dativ (zeitlich),null,preposition,A2,14,Ich bin in zwei Stunden wieder da.
711,in one year,in einem Jahr,null,phrase,A2,14,In einem Jahr ziehen wir um.
712,in two weeks,in zwei Wochen,null,phrase,A2,14,Meine Prüfung ist in zwei Wochen.
713,"every, each",jeder / jedes / jede,null,adjective,A2,14,Jeder Gast bekommt ein Getränk.
714,physical,körperlich,null,adjective,A2,14,Er war körperlich sehr fit und stark.
715,"CV, résumé",der Lebenslauf,masculine,noun,A2,14,Bitte schicken Sie Ihren Lebenslauf per E-Mail.
716,to extinguish,löschen,null,verb,A2,14,Die Feuerwehr löschte den Brand schnell.
717,school-leaving exam (A/CH),die Matura,feminine,noun,A2,14,Er hat die Matura letztes Jahr bestanden.
718,disadvantage,der Nachteil,masculine,noun,A2,14,Der Nachteil ist der hohe Preis.
719,"although, even though",obwohl,null,conjunction,A2,14,"Obwohl es spät war, las ich weiter."
720,pilot (male),der Pilot,masculine,noun,A2,14,Mein Bruder ist ein erfahrener Pilot.
721,pilot (female),die Pilotin,feminine,noun,A2,14,Die Pilotin flog das Flugzeug sicher zum Ziel.
722,police officer (male),der Polizist,masculine,noun,A2,14,Ein Polizist hat mir den Weg gezeigt.
723,police officer (female),die Polizistin,feminine,noun,A2,14,Die Polizistin half uns bei dem Unfall.
724,"psychological, mental",psychisch,null,adjective,A2,14,Sie hatte psychische Probleme.
725,"career change, lateral entry",der Quereinstieg,masculine,noun,A2,14,Ein Quereinstieg kann neue Möglichkeiten bieten.
726,piece of advice,der Ratschlag,masculine,noun,A2,14,Er gab mir einen wichtigen Ratschlag.
727,intermediate secondary school,die Realschule,feminine,noun,A2,14,Meine Schwester besuchte die Realschule in der Stadt.
728,"to save, to rescue",retten,null,verb,A2,14,Die Feuerwehr konnte die Katze retten.
729,risky,riskant,null,adjective,A2,14,Der Plan war sehr riskant.
730,to apply (for a job),sich bewerben,null,verb,A2,14,Ich möchte mich für diese Stelle bewerben.
731,"exciting, thrilling",spannend,null,adjective,A2,14,Der Film war sehr spannend.
732,stress,der Stress,masculine,noun,A2,14,Ich habe viel Stress bei der Arbeit.
733,university studies,das Studium,neuter,noun,A2,14,Mein Studium in Berlin war sehr interessant.
734,dream job,der Traumberuf,masculine,noun,A2,14,Mein Traumberuf ist Pilot.
735,"nevertheless, still, anyway",trotzdem,null,adverb,A2,14,"Es regnete, trotzdem gingen wir spazieren."
736,"to consider, to think about",überlegen,null,verb,A2,14,Ich werde es mir gut überlegen.
737,around,um ... herum,null,phrase,A2,14,Wir saßen um den Tisch herum.
738,university,die Universität,feminine,noun,A2,14,Sie studiert an der Universität in Berlin.
739,advantage,der Vorteil,masculine,noun,A2,14,Was sind die Vorteile davon?
740,"to change, to switch",wechseln,null,verb,A2,14,Wir müssen das Thema wechseln.
741,government office,das Amt,neuter,noun,A2,15,Ich hatte gestern einen Termin beim Amt.
742,exchange,der Austausch,masculine,noun,A2,15,Wir nahmen an einem Schüleraustausch teil.
743,ID card,der Ausweis,masculine,noun,A2,15,Haben Sie Ihren Ausweis dabei?
744,relationship,die Beziehung,feminine,noun,A2,15,Ihre Beziehung ist sehr glücklich und stark.
745,blind date,das Blind Date,neuter,noun,A2,15,Meine Schwester hatte gestern Abend ein Blind Date.
746,charm,der Charme,masculine,noun,A2,15,Er hat einen besonderen Charme.
747,dating show,die Dating-Show,feminine,noun,A2,15,Er schaut jede Woche eine Dating-Show im Fernsehen.
748,honest,ehrlich,null,adjective,A2,15,Er ist ein sehr ehrlicher Mensch.
749,honesty,die Ehrlichkeit,feminine,noun,A2,15,Ehrlichkeit ist sehr wichtig in Freundschaften.
750,"characteristic, quality",die Eigenschaft,feminine,noun,A2,15,Ihre Ehrlichkeit ist eine wichtige Eigenschaft.
751,residents' registration office,das Einwohnermeldeamt,neuter,noun,A2,15,Ich muss zum Einwohnermeldeamt gehen.
752,form (document),das Formular,neuter,noun,A2,15,Bitte füllen Sie das Formular vollständig aus.
753,"free time, leisure",die Freizeit,feminine,noun,A2,15,Was machst du gern in deiner Freizeit?
754,fresh,frisch,null,adjective,A2,15,"Der Fisch muss frisch sein, sonst kaufe ich ihn nicht."
755,patience,die Geduld,feminine,noun,A2,15,"Man braucht viel Geduld, um eine neue Sprache zu lernen."
756,patient,geduldig,null,adjective,A2,15,Meine Lehrerin ist immer sehr geduldig.
757,stressed,gestresst,null,adjective,A2,15,Er war letzte Woche sehr gestresst von der Arbeit.
758,hobby,das Hobby,neuter,noun,A2,15,"Mein Hobby ist es, Bücher zu lesen."
759,humour,der Humor,masculine,noun,A2,15,Sie hat einen großartigen Sinn für Humor.
760,boring,langweilig,null,adjective,A2,15,Das Meeting war wirklich langweilig.
761,funny,lustig,null,adjective,A2,15,Der Witz war wirklich sehr lustig.
762,native speaker,der Muttersprachler,masculine,noun,A2,15,Ein Muttersprachler kann dir gut helfen.
763,"nice, kind",nett,null,adjective,A2,15,Sie ist eine sehr nette Kollegin.
764,"curious, inquisitive",neugierig,null,adjective,A2,15,Kinder sind oft sehr neugierig.
765,"open, open-minded",offen,null,adjective,A2,15,Ich bin offen für neue Ideen.
766,personality,die Persönlichkeit,feminine,noun,A2,15,Sie hat eine starke Persönlichkeit.
767,profile,das Profil,neuter,noun,A2,15,Ich muss mein Online-Profil auf der Webseite aktualisieren.
768,romantic,romantisch,null,adjective,A2,15,Wir hatten einen romantischen Abend.
769,queue / snake,die Schlange,feminine,noun,A2,15,Es gab eine lange Schlange vor dem Kino.
770,to register,sich anmelden,null,verb,A2,15,Wir müssen uns für den Kurs anmelden.
771,to hurry,sich beeilen,null,verb,A2,15,"Beeil dich, sonst verpassen wir den Zug!"
772,to complain,sich beschweren,null,verb,A2,15,Der Gast beschwert sich über das Essen.
773,to shower,sich duschen,null,verb,A2,15,Ich dusche mich jeden Morgen.
774,to relax,sich entspannen,null,verb,A2,15,Ich möchte mich am Wochenende entspannen.
775,to comb (hair),sich kämmen,null,verb,A2,15,Sie kämmt sich jeden Morgen die Haare.
776,to get to know each other,sich kennenlernen,null,verb,A2,15,Wir wollen uns besser kennenlernen.
777,to sit down,sich setzen,null,verb,A2,15,Bitte setzen Sie sich hierher.
778,to meet up,sich treffen,null,verb,A2,15,Wir treffen uns um acht Uhr.
779,to fall in love with,sich verlieben,null,verb,A2,15,Sie hat sich in ihn verliebt.
780,to get along,sich verstehen,null,verb,A2,15,Sie verstehen sich sehr gut.
781,to introduce oneself,sich vorstellen,null,verb,A2,15,Darf ich mich vorstellen?
782,to feel comfortable,sich wohlfühlen,null,verb,A2,15,Ich fühle mich hier sehr wohl.
783,to wish for,sich wünschen,null,verb,A2,15,Was wünschst du dir zum Geburtstag?
784,language,die Sprache,feminine,noun,A2,15,Ich lerne Deutsch als Fremdsprache.
785,likeable / pleasant,sympathisch,null,adjective,A2,15,Dein Kollege ist sehr sympathisch.
786,language exchange partner,das Tandem,neuter,noun,A2,15,Wir bilden ein Tandem für den Sprachaustausch.
787,impatient,ungeduldig,null,adjective,A2,15,"Warte bitte, sei nicht ungeduldig."
788,queue number,die Wartenummer,feminine,noun,A2,15,Wir haben eine Wartenummer gezogen.
789,reliable,zuverlässig,null,adjective,A2,15,Mein altes Auto ist immer noch sehr zuverlässig.
790,in the evenings,abends,null,adverb,A2,16,Abends sehe ich oft fern.
791,balcony,der Balkon,masculine,noun,A2,16,Wir frühstückten auf dem Balkon.
792,mountains,die Berge,feminine,noun,A2,16,Wir fahren am Wochenende in die Berge.
793,to describe,beschreiben,null,verb,A2,16,Kannst du den Weg gut beschreiben?
794,width,die Breite,feminine,noun,A2,16,Die Breite des Tisches beträgt 80 Zentimeter.
795,to book,buchen,null,verb,A2,16,Wir müssen das Hotel buchen.
796,camping,das Camping,neuter,noun,A2,16,Letzten Sommer waren wir oft beim Camping.
797,campsite,der Campingplatz,masculine,noun,A2,16,Wir haben einen schönen Platz auf dem Campingplatz gebucht.
798,of the father / of the mother,des Vaters / der Mutter,null,phrase,A2,16,Das neue Auto des Vaters steht vor dem Haus.
799,double room,das Doppelzimmer,neuter,noun,A2,16,Wir möchten bitte ein Doppelzimmer für zwei Nächte.
800,single room,das Einzelzimmer,neuter,noun,A2,16,Ich habe ein Einzelzimmer im Hotel gebucht.
801,"memory, souvenir",die Erinnerung,feminine,noun,A2,16,Ich habe viele schöne Erinnerungen an meine Kindheit.
802,breakfast,das Frühstück,neuter,noun,A2,16,Wir haben ein leckeres Frühstück zusammen gegessen.
803,lost property office,das Fundbüro,neuter,noun,A2,16,Ich habe meinen Schlüssel im Fundbüro abgegeben.
804,genitive case,der Genitiv,masculine,noun,A2,16,Im Deutschen ist der Genitiv oft schwierig.
805,here (motion toward speaker),her,null,adverb,A2,16,Bring bitte die Bücher zu mir her.
806,to come from,herkommen,null,verb,A2,16,Wo kommt dein Freund her?
807,there (away from speaker),hin,null,adverb,A2,16,Gehen wir zum Park hin?
808,to put down,hinlegen,null,verb,A2,16,Bitte leg das Buch dort hin.
809,height,die Höhe,feminine,noun,A2,16,Die Höhe des Berges ist beeindruckend.
810,hotel,das Hotel,neuter,noun,A2,16,Ich buche immer ein Hotel mit Frühstück.
811,"inclusive, included",inklusive,null,adjective,A2,16,Der Preis ist inklusive Frühstück.
812,island,die Insel,feminine,noun,A2,16,Wir haben unseren Urlaub auf einer schönen Insel verbracht.
813,youth hostel,die Jugendherberge,feminine,noun,A2,16,Wir übernachteten in einer Jugendherberge in München.
814,childhood,die Kindheit,feminine,noun,A2,16,Meine Kindheit war sehr glücklich und schön.
815,suitcase,der Koffer,masculine,noun,A2,16,Hast du deinen Koffer schon gepackt?
816,coast,die Küste,feminine,noun,A2,16,Letzten Sommer waren wir an der Nordsee-Küste.
817,length,die Länge,feminine,noun,A2,16,Was ist die Länge dieses Tisches?
818,sea,das Meer,neuter,noun,A2,16,Wir fahren diesen Sommer ans Meer in Italien.
819,to measure,messen,null,verb,A2,16,Wir müssen die Raumtemperatur messen.
820,on Mondays,montags,null,adverb,A2,16,Montags gehe ich immer ins Fitnessstudio.
821,in the mornings,morgens,null,adverb,A2,16,Morgens trinkt sie gern einen großen Kaffee.
822,"wallet, purse",das Portemonnaie,neuter,noun,A2,16,Ich habe mein Portemonnaie im Café vergessen.
823,umbrella,der Regenschirm,masculine,noun,A2,16,"Nimm deinen Regenschirm mit, es regnet."
824,"trip, journey",die Reise,feminine,noun,A2,16,Wir planen eine Reise nach Italien im Sommer.
825,record,das Rekord,neuter,noun,A2,16,Der Athlet hat einen neuen Weltrekord aufgestellt.
826,relative clause,der Relativsatz,masculine,noun,A2,16,Wir lernen heute den Relativsatz in der Grammatik.
827,backpack,der Rucksack,masculine,noun,A2,16,Dein Rucksack ist sehr schwer.
828,lake,der See,masculine,noun,A2,16,Wir fahren am Wochenende zum See.
829,sunglasses,die Sonnenbrille,feminine,noun,A2,16,Wo ist meine Sonnenbrille geblieben?
830,beach,der Strand,masculine,noun,A2,16,Wir waren gestern am Strand.
831,overnight stay,die Übernachtung,feminine,noun,A2,16,Eine Übernachtung im Hotel ist teuer.
832,accommodation,die Unterkunft,feminine,noun,A2,16,Wir suchen noch eine günstige Unterkunft.
833,unforgettable,unvergesslich,null,adjective,A2,16,Dieser Urlaub war einfach unvergesslich.
834,"vacation, holiday",der Urlaub,masculine,noun,A2,16,Wir wollen bald Urlaub machen.
835,to spend (time),verbringen,null,verb,A2,16,Wir verbrachten das Wochenende zu Hause.
836,to lose,verlieren,null,verb,A2,16,Ich habe meine Schlüssel leider verloren.
837,world record,der Weltrekord,masculine,noun,A2,16,Er hat den Weltrekord gebrochen.
838,tent,das Zelt,neuter,noun,A2,16,Wir haben das Zelt im Garten aufgebaut.
839,to write down,aufschreiben,null,verb,A2,17,Schreib bitte deine Adresse auf.
840,impressive,beeindruckend,null,adjective,A2,17,Seine Präsentation war wirklich beeindruckend.
841,cache (hidden object),der Cache,masculine,noun,A2,17,Wir haben den Cache im Wald gefunden.
842,for that / for what,dafür / wofür,null,adverb,A2,17,Ich habe viel Geld dafür bezahlt.
843,about that / about what,darüber / worüber,null,adverb,A2,17,Wir haben lange darüber gesprochen.
844,of/from that / of/from what,davon / wovon,null,adverb,A2,17,Er hat viel davon erzählt.
845,"to agree, be in agreement",einverstanden sein,null,phrase,A2,17,Ich bin mit deinem Vorschlag einverstanden.
846,festival,das Festival,neuter,noun,A2,17,Gehst du dieses Jahr zum Musikfestival?
847,flash mob,der Flash Mob,masculine,noun,A2,17,Wir haben einen Flash Mob in der Stadt gesehen.
848,geocaching,das Geocaching,neuter,noun,A2,17,Am Wochenende gehen wir Geocaching im Wald machen.
849,interesting,interessant,null,adjective,A2,17,"Das Buch, das ich lese, ist sehr interessant."
850,flashcard,die Karteikarte,feminine,noun,A2,17,Ich lerne Vokabeln mit Karteikarten.
851,no problem,kein Problem,null,phrase,A2,17,"Kannst du mir helfen? Ja, kein Problem!"
852,cinema,das Kino,neuter,noun,A2,17,Wir gehen heute Abend ins Kino.
853,"to work out, to go as planned",klappen,null,verb,A2,17,Hoffentlich klappt unser Plan.
854,concert,das Konzert,neuter,noun,A2,17,Wir gehen am Samstag zu einem Konzert.
855,culture,die Kultur,feminine,noun,A2,17,Ich möchte mehr über die deutsche Kultur lernen.
856,cultural,kulturell,null,adjective,A2,17,Berlin ist eine sehr kulturell vielfältige Stadt.
857,art,die Kunst,feminine,noun,A2,17,Ich finde moderne Kunst sehr interessant.
858,unfortunately,leider,null,adverb,A2,17,Leider kann ich heute nicht kommen.
859,to participate,mitmachen,null,verb,A2,17,Willst du bei uns mitmachen?
860,museum,das Museum,neuter,noun,A2,17,Am Wochenende besuchen wir ein interessantes Museum.
861,music,die Musik,feminine,noun,A2,17,Ich höre gern klassische Musik.
862,to think about,nachdenken,null,verb,A2,17,Ich muss über dein Angebot nachdenken.
863,public,öffentlich,null,adjective,A2,17,Das ist ein öffentliches Gebäude.
864,to organize,organisieren,null,verb,A2,17,Wir müssen die Party gut organisieren.
865,regular,regelmäßig,null,adjective,A2,17,Wir treffen uns regelmäßig am Mittwoch.
866,to be enthusiastic about,sich begeistern,null,verb,A2,17,Sie begeistern sich sehr für Musik.
867,to look forward to,sich freuen auf,null,verb,A2,17,Ich freue mich auf den Urlaub.
868,to be happy about,sich freuen über,null,verb,A2,17,Er freut sich über das Geschenk.
869,to be interested in,sich interessieren,null,verb,A2,17,Ich interessiere mich für Geschichte.
870,to arrange to meet,sich verabreden,null,verb,A2,17,Wir müssen uns bald verabreden.
871,language learning app,das Sprachlernapp,neuter,noun,A2,17,Das Sprachlernapp hilft mir sehr.
872,strategy,die Strategie,feminine,noun,A2,17,Wir müssen eine neue Strategie entwickeln.
873,theatre,das Theater,neuter,noun,A2,17,Gehen wir heute Abend ins Theater?
874,"tip, piece of advice",der Tipp,masculine,noun,A2,17,Kannst du mir einen Tipp geben?
875,to dream of,träumen,null,verb,A2,17,Ich träume oft vom Fliegen.
876,meeting point,der Treffpunkt,masculine,noun,A2,17,Der Treffpunkt ist am Bahnhof.
877,"date, appointment (informal)",die Verabredung,feminine,noun,A2,17,Ich habe heute Abend eine Verabredung mit einem Freund.
878,vocabulary word,die Vokabel,feminine,noun,A2,17,Ich lerne jeden Tag zehn neue Vokabeln.
879,"to intend, to plan",vorhaben,null,verb,A2,17,Was hast du heute noch vor?
880,"suggestion, proposal",der Vorschlag,masculine,noun,A2,17,Wie findest du meinen Vorschlag?
881,to suggest,vorschlagen,null,verb,A2,17,Ich schlage einen Spaziergang im Park vor.
882,to repeat,wiederholen,null,verb,A2,17,Können Sie das bitte wiederholen?
883,aggressive,aggressiv,null,adjective,A2,18,Der Hund ist manchmal aggressiv.
884,traffic light,die Ampel,feminine,noun,A2,18,"Die Ampel war rot, also musste ich warten."
885,pharmacy,die Apotheke,feminine,noun,A2,18,"Ich muss zur Apotheke gehen, um Medikamente zu kaufen."
886,"annoyance, anger",der Ärger,masculine,noun,A2,18,Es gab viel Ärger wegen der Verspätung.
887,"to annoy, to anger",ärgern,null,verb,A2,18,"Es hat mich geärgert, dass er zu spät kam."
888,exciting,aufregend,null,adjective,A2,18,Der Film war sehr aufregend.
889,"endurance, stamina",die Ausdauer,feminine,noun,A2,18,Für den Marathon braucht man viel Ausdauer.
890,car driver (male),der Autofahrer,masculine,noun,A2,18,Der Autofahrer hielt an der Ampel.
891,car driver (female),die Autofahrerin,feminine,noun,A2,18,Die Autofahrerin parkte ihr Auto schnell ein.
892,to brake,bremsen,null,verb,A2,18,Der Fahrer musste plötzlich bremsen.
893,dosage,die Dosierung,feminine,noun,A2,18,Die richtige Dosierung ist wichtig für das Medikament.
894,one (of them),einer,null,phrase,A2,18,Einer meiner Freunde kommt heute Abend bei mir vorbei.
895,invitation,die Einladung,feminine,noun,A2,18,Ich habe eine Einladung zur Hochzeit bekommen.
896,to recommend,empfehlen,null,verb,A2,18,Wir können dieses Restaurant sehr empfehlen.
897,to relax,entspannen,null,verb,A2,18,Ich möchte mich am Wochenende entspannen.
898,"inflammation, infection",die Entzündung,feminine,noun,A2,18,"Die Ärztin sagte, ich habe eine Entzündung."
899,cold (illness),die Erkältung,feminine,noun,A2,18,"Ich kann heute nicht kommen, ich habe eine Erkältung."
900,to explain,erklären,null,verb,A2,18,Er hat mir die Regeln erklärt.
901,explanation,die Erklärung,feminine,noun,A2,18,Kannst du mir bitte eine Erklärung geben?
902,extreme sport,das Extremsport,neuter,noun,A2,18,"Das Extremsport ist gefährlich, aber spannend."
903,driver (male),der Fahrer,masculine,noun,A2,18,Der Fahrer hat uns sicher nach Hause gebracht.
904,driver (female),die Fahrerin,feminine,noun,A2,18,Die Fahrerin hielt das Auto sofort an.
905,bicycle,das Fahrrad,neuter,noun,A2,18,Mein neues Fahrrad ist rot.
906,"fit, in shape",fit,null,adjective,A2,18,Ich muss wieder fit werden für den Marathon.
907,"gym, fitness studio",das Fitnessstudio,neuter,noun,A2,18,Wir gehen dreimal pro Woche ins Fitnessstudio.
908,pedestrian (male),der Fußgänger,masculine,noun,A2,18,Der Fußgänger überquerte die Straße vorsichtig.
909,dangerous,gefährlich,null,adjective,A2,18,Diese Situation ist sehr gefährlich für uns.
910,"pavement, sidewalk",der Gehweg,masculine,noun,A2,18,Gehen Sie bitte auf dem Gehweg.
911,healthy,gesund,null,adjective,A2,18,"Es ist wichtig, gesund zu essen."
912,health,die Gesundheit,feminine,noun,A2,18,Meine Gesundheit ist mir sehr wichtig.
913,"action, plot",die Handlung,feminine,noun,A2,18,Die Handlung des Buches war sehr spannend.
914,helmet,der Helm,masculine,noun,A2,18,Er trägt immer einen Helm beim Fahrradfahren.
915,"to honk, to beep",hupen,null,verb,A2,18,Das Auto hat laut gehupt.
916,cough syrup,der Hustensaft,masculine,noun,A2,18,Ich muss Hustensaft in der Apotheke kaufen.
917,"none, no one",keiner,null,phrase,A2,18,Keiner von uns hat die Antwort gewusst.
918,to climb,klettern,null,verb,A2,18,Die Kinder klettern auf Bäume.
919,climbing (as activity noun),das Klettern,neuter,noun,A2,18,Das Klettern macht mir viel Spaß.
920,"intersection, crossroads",die Kreuzung,feminine,noun,A2,18,Biegen Sie bitte an der nächsten Kreuzung links ab.
921,teacher (female),die Lehrerin,feminine,noun,A2,18,Unsere neue Lehrerin ist sehr nett.
922,to lend,leihen,null,verb,A2,18,Kannst du mir dein Fahrrad leihen?
923,"medication, medicine",das Medikament,neuter,noun,A2,18,Sie muss dieses Medikament dreimal täglich nehmen.
924,mine,meiner,null,phrase,A2,18,"Ist das dein Regenschirm? Nein, das ist meiner."
925,courage,der Mut,masculine,noun,A2,18,"Er hatte den Mut, die Wahrheit zu sagen."
926,"brave, courageous",mutig,null,adjective,A2,18,Das war eine sehr mutige Entscheidung von dir.
927,"plaster, band-aid",das Pflaster,neuter,noun,A2,18,Sie klebte schnell ein Pflaster auf ihre Wunde.
928,suddenly,plötzlich,null,adverb,A2,18,Plötzlich wurde es sehr dunkel.
929,cyclist (male),der Radfahrer,masculine,noun,A2,18,Der Radfahrer trägt immer einen Helm.
930,cyclist (female),die Radfahrerin,feminine,noun,A2,18,Die Radfahrerin trug einen Helm auf dem Kopf.
931,prescription,das Rezept,neuter,noun,A2,18,Der Arzt hat mir ein Rezept für Schmerzmittel gegeben.
932,prescription-only,rezeptpflichtig,null,adjective,A2,18,Dieses Medikament ist rezeptpflichtig.
933,risk,das Risiko,neuter,noun,A2,18,"Er geht kein Risiko ein, er ist sehr vorsichtig."
934,"ointment, cream",die Salbe,feminine,noun,A2,18,Ich muss diese Salbe auf meine Wunde auftragen.
935,to be annoyed about,sich ärgern,null,verb,A2,18,Sie ärgert sich über den Lärm.
936,situation,die Situation,feminine,noun,A2,18,Die Situation ist gerade etwas schwierig.
937,skydiving,das Skydiving,neuter,noun,A2,18,Das Skydiving ist mein größter Traum.
938,sport,der Sport,masculine,noun,A2,18,Ich mache gern Sport am Morgen.
939,athlete (male),der Sportler,masculine,noun,A2,18,Der Sportler trainiert jeden Tag hart.
940,athlete (female),die Sportlerin,feminine,noun,A2,18,Sie ist eine sehr erfolgreiche Sportlerin.
941,traffic jam,der Stau,masculine,noun,A2,18,Ich stehe im Stau auf der Autobahn.
942,surfing (as activity noun),das Surfen,neuter,noun,A2,18,Das Surfen im Internet macht ihm Spaß.
943,"tablet, pill",die Tablette,feminine,noun,A2,18,Ich muss jeden Tag eine Tablette nehmen.
944,"to train, to exercise",trainieren,null,verb,A2,18,Ich trainiere dreimal pro Woche im Fitnessstudio.
945,to overtake,überholen,null,verb,A2,18,Das Auto hat den LKW schnell überholt.
946,"exercise, practice",die Übung,feminine,noun,A2,18,Diese Übung ist sehr gut für Anfänger.
947,unhealthy,ungesund,null,adjective,A2,18,Fast Food ist oft sehr ungesund.
948,"examination, investigation",die Untersuchung,feminine,noun,A2,18,Der Arzt hat eine gründliche Untersuchung gemacht.
949,injury,die Verletzung,feminine,noun,A2,18,Er hat sich eine leichte Verletzung beim Sport zugezogen.
950,to prescribe,verschreiben,null,verb,A2,18,Der Arzt verschrieb die nötigen Medikamente.
951,vitamin,das Vitamin,neuter,noun,A2,18,Obst enthält viele wichtige Vitamine.
952,word formation,die Wortbildung,feminine,noun,A2,18,Wortbildung ist ein wichtiger Teil der Grammatik.
953,to wish,wünschen,null,verb,A2,18,Ich wünsche dir einen schönen Tag.
954,old,alt,null,adjective,A1,,Das Haus ist sehr alt.
955,offered,angeboten,masculine,verb,A1,,Er hat mir seine Hilfe angeboten.
956,stop,anhalten,null,verb,A2,,Der Bus hält hier an.
957,turn on,anmachen,null,verb,A2,,Mach bitte das Licht an.
958,look at / regard,ansehen,null,verb,A2,,Ich sehe mir den Film an.
959,to answer,antworten,null,verb,A1,,Bitte antworten Sie auf die Frage.
960,workplace,der Arbeitsplatz,masculine,noun,A2,,Mein Arbeitsplatz ist sehr ruhig.
961,exit,der Ausgang,masculine,noun,A1,,Wo ist der Ausgang?
962,spend / issue,ausgeben,null,verb,A2,,Wir geben zu viel Geld aus.
963,go out / assume / run out,ausgehen,null,verb,A2,,Wir gehen heute Abend aus.
